id,platform,city,text,objective_criteria,subjective_criteria,openness,annotator,split
xhs_train_295,小红书,北京,至少两代人吧 很多一代北京人连口音都变不过来,Family Heritage,Language,Restrictive,merged,train
xhs_train_297,小红书,北京,清朝以后来的都不算老北京,Family Heritage,,Restrictive,merged,train
xhs_train_298,小红书,北京,五代以上的北京人是土著，三代的多少新北京人,Family Heritage,,Restrictive,merged,train
xhs_train_302,小红书,北京,不算，只有房山才能算北京人，之后的都算新北京,Intra-city Region,,Restrictive,merged,train
xhs_train_303,小红书,北京,101表示：只要在北京居住的，都叫北京人就算你住一天酒店你也是哈哈哈北京是首都呀,Residence,,Inclusive,merged,train
xhs_train_304,小红书,北京,对我来说长安街以北的北京人才叫北京人,Intra-city Region,,Restrictive,merged,train
xhs_train_308,小红书,北京,起码得是民国以前来的才算老北京,Family Heritage,,Restrictive,merged,train
xhs_train_310,小红书,北京,不算，北京出生身份证110开头的也不一定算，祖孙三代都生活在北京的也不一定算，你的日常用语和部分其他区的网友不一样，也会被开除京籍，或者说你是新北京人。是不是北京人，还是得听网友的,,Language; Community,Restrictive,merged,train
xhs_train_311,小红书,北京,不算，祖上满族在旗或者清末迁进北平的才算真正北京土著,Family Heritage,,Restrictive,merged,train
xhs_train_312,小红书,北京,我觉得是北京人就是家乡在北京，是一种自己内心的认同感。就好比国籍是外国但是认为自己是中国人一样,,Belonging; Self-ID,Inclusive,merged,train
xhs_train_313,小红书,北京,不是，至少曾祖父北京户口,Legal/Admin; Family Heritage,,Restrictive,merged,train
xhs_train_314,小红书,北京,不管哪里人，只要你爱惜北京城，守规矩懂礼数，北京都欢迎您来,,Belonging; Culture,Inclusive,merged,train
xhs_train_315,小红书,北京,一般来说他们自己觉得算，真正北京人觉得不算...毕竟你说话口音改不了，认知改不了，身份证号改不了，籍贯改不了，北京也没有其他亲戚，只有个户籍...你说自己是北京人，除了虚荣，我想不出和北京人有什么关系,Legal/Admin; Family Heritage,Culture; Language; Community,Restrictive,merged,train
xhs_train_316,小红书,北京,大妈一般不认识的都属于不是北京的,,Community,Restrictive,merged,train
xhs_train_317,小红书,北京,父母都外地留京，然后也有户口，孩子身份证也110，但说实话，这些孩子哪怕生在北京、长在北京，也不是北京人！你祖籍还得填你爹的老家祖辈是北京的，才是北京人，祖籍是哪的，自己心里没数，我们同学说过一句话很赞同，你是不是北京人，就看你过年回不回老家是不是北京人又怎么了，都是牛马，大家都是新时代打工人！,Family Heritage,,Restrictive,merged,train
xhs_train_318,小红书,北京,北京人：出生在北京长在北京，身份证其实不一定是110打头,Birth/Upbringing,,Inclusive,merged,train
xhs_train_319,小红书,北京,北京的户口就算北京人,Legal/Admin,,Inclusive,merged,train
xhs_train_321,小红书,北京,不好意思，你问我这个问题，我真不知怎样回答。其实就是约定俗成。我知道在过去一般是在北京生活三代的才称为北京人，而现在好像是放宽了，只要北京出生的就算做北京人。外地出生的一般以自己出生地为准。至于你在外地出生两个月就到北京，不好意思，我还真不知道该怎么说你是哪儿的人？你根据自己的感觉回答吧。祝你春节快乐！,Birth/Upbringing,Self-ID,Inclusive,merged,train
xhs_train_322,小红书,北京,真正的北京人没有闲的就问你是不是北京人的,,Culture,Restrictive,merged,train
xhs_train_323,小红书,北京,主要是说话口音吧，我堂哥们是在北京出生长大的，西边大院里长大，说话不注意就会带着那种连滚带爬的音，就很明显，但是我很多朋友，上面几代人都是北京土生土长，在东边，后来才知道他们是北京本地人，因为不喜欢北京土话的音，所以注意让自己完全说普通话。。就会让人很长时间都没以为是北京本地的。。。,,Language,Neutral,merged,train
xhs_train_326,小红书,北京,大家说的口音是一方面，但更重要的是言谈举止，这种行为习惯是被潜移默化出来的，而不是刻意追求的。我们自己指的北京人不是现在北京行政区域的概念，而是指的是从小在四九城长大，至少祖孙三代，并且是解放前就扎根的，好些是解放后援建来的就不能算了。就举一个例子，满族同学，老家活着一起住的时候，每天早上第一件事就是去请安，平时的待人处事的风格那是刻在骨子里的。,Birth/Upbringing; Intra-city Region; Family Heritage,Culture,Restrictive,merged,train
xhs_train_327,小红书,北京,一看这你和您，就是北京的,,Culture,Neutral,merged,train
xhs_train_328,小红书,北京,我觉得这个问题得看认同感，很多人都拿北京户口当一个生活的很好的地方。北京人得爱北京，融入城市，家里吃不吃炸酱面，冬至吃不吃饺子，看不看首钢国安，有没有情怀。不是生活在北京有个户口就是北京人。,,Belonging; Culture; Self-ID,Restrictive,merged,train
xhs_train_329,小红书,北京,在北京住跑代以上的郊区农民才算北京土猪,Intra-city Region; Family Heritage,,Restrictive,merged,train
xhs_train_330,小红书,北京,三代北京，最好玩的是本地人会被外地瞧不上,Family Heritage,,Neutral,merged,train
xhs_train_332,小红书,北京,来了就是北京人,Residence,,Inclusive,merged,train
xhs_train_333,小红书,北京,身为北京人，我看不出来谁是北京人但一说话就能知道，还能大概其知道你是南边儿的还是北边儿的，市区的还是哪个郊区的,,Language,Neutral,merged,train
xhs_train_334,小红书,北京,没区别，我女儿很多同学都是非京籍但从小在北京长大的，在我看来他们就是北京孩子。有些因为户口问题去外地读初高中了，我女儿和很多同学都还保持联系。希望这些孩子以后还能回来,Birth/Upbringing,,Inclusive,merged,train
xhs_train_335,小红书,北京,然后北京人又分新北京和老北京，取决于在北京生活了几代人,Family Heritage,,Restrictive,merged,train
xhs_train_337,小红书,北京,只有北京人说“劳驾”,,Culture,Restrictive,merged,train
xhs_train_342,小红书,北京,祖籍老祖宗北京的才算老北京土著吧剩下的叫新北京人,Family Heritage,,Restrictive,merged,train
xhs_train_344,小红书,北京,49年左右进京的才是这个城市的主人，其他甭管新北京老北京都扯淡，在这比来比去没有任何意义,Family Heritage,,Restrictive,merged,train
xhs_train_346,小红书,北京,北京人会把谢谢和您挂嘴边，这是从小最基本的教育。只要对长辈说你的，不是缺家教就是外地人。只有缺家教的外地人才会瞅不起咱北京人。换我直接收回对他的客气跟他怼！,,Culture,Restrictive,merged,train
xhs_train_347,小红书,北京,祖祖辈辈生在北京长在北京的,Family Heritage,,Restrictive,merged,train
xhs_train_351,小红书,北京,只要不是北京出生的，就不是北京人，出生地在哪儿就是哪儿的人。,Birth/Upbringing,,Restrictive,merged,train
xhs_train_352,小红书,北京,要看身份证号，好吗！，身份证号是原籍号码，只能算新北京人,Legal/Admin,,Restrictive,merged,train
xhs_train_355,小红书,北京,此人绝非北京人……北京人才不会这么说话…,,Culture; Language,Restrictive,merged,train
xhs_train_356,小红书,北京,总以为有了北京户口就是北京人,Legal/Admin,,Inclusive,merged,train
xhs_train_357,小红书,北京,你五代说不出来北京话，我祖籍北京也说不出来，不说就不是北京人啦？,Family Heritage,Language,Neutral,merged,train
xhs_train_358,小红书,北京,北京排毒不排外，只要你踏踏实实，本本份份的大家都一样，但那些素质极低，不讲理还耍浑蛋的（包括但不限于高知份子）估计到了谁的家乡包括她/他自己的家乡也会被排挤,,Culture,Inclusive,merged,train
xhs_train_359,小红书,北京,当然有户口就算北京人了，为啥不算。你说的那种北京人是老北京人，往上三代都是出生北京是老北京人。新北京人难道就不算了吗,Legal/Admin,,Inclusive,merged,train
xhs_train_360,小红书,北京,土著 片汤话多 有里有面 京籍无非是有个北京户口,,Culture,Restrictive,merged,train
xhs_train_361,小红书,北京,新北京人估计会…我有个同事是努力了挺久终于拿到京户的，她说她好不容易变成北京人凭啥找外地的,,Culture,Neutral,merged,train
xhs_train_362,小红书,北京,看身份证110就基本知道是不是土著了。新北京人的同事特自豪自家孩子是110开头，但我发现一些小孩说话还带父母的家乡口音呢。,Legal/Admin,Language,Restrictive,merged,train
xhs_train_365,小红书,北京,非老北京鉴定标准：对陌生人和家里长辈说“你”的，吃饭吧唧嘴的，打招呼用A的，拿手指头指人的，乱加儿化音的…目前只想到这些,,Culture,Restrictive,merged,train
xhs_train_366,小红书,北京,口音吧，感觉不仅能听出是不是北京的，还能听出哪个区的,,Language,Restrictive,merged,train
xhs_train_367,小红书,北京,落了户就算吧。毕竟户口本上写的了。北京欢迎你,Legal/Admin,Self-ID,Inclusive,merged,train
xhs_train_368,小红书,北京,父辈起上三代北京的,Family Heritage,,Neutral,merged,train
xhs_train_369,小红书,北京,只要在这里生活，热爱这个城市，有没有户口你都是北京人，北京就是这么包容大气，那些搞地域歧视的，骂骂咧咧的，哪儿还能没有点儿脏东西不是,Residence,Belonging,Inclusive,merged,train
xhs_train_370,小红书,北京,那我不是在北京出生的，但是出生后不到两个月就到北京，算北京人吗,Birth/Upbringing,Belonging,Neutral,merged,train
xhs_train_371,小红书,北京,是不是北京人一说话，北京人就能听出来。比如一句您好就能听出来。,,Language,Neutral,merged,train
xhs_train_372,小红书,北京,孩子刚入幼儿园那会儿还需要报核酸证明发群里。很多家长都会抹去身份证号码，但是照片一眼就能看出来谁不是北京的，后面熟悉了，一个都没有看错。精神气质就不一样。甚至有的有北京户口，但是京一代，就不是北京生的就也很明显。这个不知道是怎么说，但就是看得出来。,Birth/Upbringing; Family Heritage,Community,Restrictive,merged,train
